timestamp,action,ticker,option_type,strike,expiration,contracts,price,reason
2025-03-23T22:53:25.006489,SELL,CACI,CALL,365,2025-03-28,13,366.17,Take Profit
2025-03-23T22:53:25.013426,SELL,PAYX,CALL,145,2025-03-28,34,143.01,Take Profit
2025-03-23T22:53:25.020272,SELL,LH,CALL,235,2025-03-28,21,233.72,Take Profit
2025-03-23T22:53:25.026938,SELL,EPAC,CALL,40,2025-03-28,119,42.095,Take Profit
2025-03-23T22:53:25.033237,SELL,UBER,CALL,75,2025-03-28,65,75.87,Take Profit
2025-03-23T22:53:25.039251,SELL,DG,CALL,85,2025-03-28,59,83.66,Take Profit
2025-03-23T22:53:25.044440,SELL,AMP,CALL,495,2025-03-28,10,492.54,Take Profit
2025-03-23T22:53:25.050331,SELL,FI,CALL,220,2025-03-28,22,218.125,Take Profit
2025-03-23T22:53:25.068260,SELL,CRWD,CALL,360,2025-03-28,13,362.44,Take Profit
2025-03-23T22:53:25.075468,SELL,AMZN,CALL,195,2025-03-28,25,196.16,Take Profit
2025-03-23T22:53:25.082609,SELL,AMZN,CALL,195,2025-03-28,25,196.16,Take Profit
2025-03-23T22:53:25.089445,SELL,HUM,CALL,265,2025-03-28,18,266.255,Take Profit
2025-03-23T22:53:25.096245,SELL,AMZN,CALL,195,2025-03-28,25,196.16,Take Profit
2025-03-23T22:53:25.101500,SELL,WYNN,CALL,85,2025-03-28,60,82.65,Take Profit
2025-03-23T22:53:25.108034,SELL,TSLA,CALL,250,2025-03-28,20,248.87,Take Profit
2025-03-23T22:53:25.114492,SELL,MRK,CALL,95,2025-03-28,53,93.105,Take Profit
2025-03-23T22:53:25.120645,SELL,MSFT,CALL,390,2025-03-28,12,390.8,Take Profit
2025-03-23T22:53:25.125879,SELL,AMZN,CALL,195,2025-03-28,25,196.16,Take Profit
2025-03-23T22:53:25.132694,SELL,PFE,CALL,25,2025-03-28,190,26.25,Take Profit
2025-03-23T22:53:25.139484,SELL,UNP,CALL,235,2025-03-28,21,233.92,Take Profit
2025-03-23T22:53:25.146779,SELL,PLD,CALL,110,2025-03-28,46,108.375,Take Profit
2025-03-23T22:53:25.153824,SELL,WTW,CALL,335,2025-03-28,15,332.71,Take Profit
2025-03-23T22:53:25.160715,SELL,ORCL,CALL,150,2025-03-28,32,152.4,Take Profit
2025-03-23T22:53:25.167795,SELL,RTX,CALL,130,2025-03-28,37,132.32,Take Profit
2025-03-23T22:53:25.173536,SELL,HD,CALL,350,2025-03-28,14,351.335,Take Profit
2025-03-23T22:53:25.180453,SELL,OXY,CALL,50,2025-03-28,104,47.92,Take Profit
2025-03-23T22:53:25.187492,SELL,CI,CALL,315,2025-03-28,15,316.565,Take Profit
2025-03-23T22:53:25.194408,SELL,QCOM,CALL,155,2025-03-28,31,156.82,Take Profit
2025-03-23T22:53:25.201355,SELL,AVGO,CALL,190,2025-03-28,26,191.53,Take Profit
2025-03-23T22:53:25.207707,SELL,MSTR,CALL,305,2025-03-28,16,303.98,Take Profit
2025-03-23T22:53:25.215411,SELL,CSGP,CALL,80,2025-03-28,63,78.46,Take Profit
2025-03-23T22:53:25.222594,SELL,JNJ,CALL,165,2025-03-28,30,163.62,Take Profit
2025-03-23T22:53:25.229640,SELL,NVDA,CALL,120,2025-03-28,42,117.69,Take Profit
2025-03-23T22:53:25.236554,SELL,APD,CALL,290,2025-03-28,17,291.44,Take Profit
2025-03-23T22:53:25.243161,SELL,ADBE,CALL,385,2025-03-28,12,387.11,Take Profit
2025-03-23T22:53:25.250157,SELL,AMGN,CALL,315,2025-03-28,15,316.0,Take Profit
2025-03-23T22:53:25.257144,SELL,APP,CALL,315,2025-03-28,15,314.22,Take Profit
2025-03-23T22:53:25.263712,SELL,RGLD,CALL,155,2025-03-28,31,157.0,Take Profit
2025-03-23T22:53:25.269994,SELL,GE,CALL,205,2025-03-28,24,204.01,Take Profit
2025-03-23T22:53:25.280396,SELL,XOM,CALL,115,2025-03-28,43,115.41,Take Profit
2025-03-23T22:53:25.287146,SELL,FIS,CALL,75,2025-03-28,68,73.345,Take Profit
2025-03-23T22:53:25.293634,SELL,BUSE,CALL,20,2025-03-28,227,22.03,Take Profit
2025-03-23T22:53:25.299932,SELL,ELV,CALL,425,2025-03-28,11,426.92,Take Profit
2025-03-23T22:53:25.306294,SELL,VRTX,CALL,505,2025-03-28,9,503.135,Take Profit
2025-03-23T22:53:25.313615,SELL,LOW,CALL,225,2025-03-28,22,226.905,Take Profit
2025-03-23T22:53:25.319298,SELL,EXPO,CALL,80,2025-03-28,63,78.885,Take Profit
2025-03-23T22:53:25.326600,SELL,PFE,CALL,25,2025-03-28,190,26.25,Take Profit
2025-03-23T22:53:25.335400,SELL,PHM,CALL,105,2025-03-28,48,102.82,Take Profit
2025-03-23T22:53:25.341277,SELL,MRK,CALL,95,2025-03-28,53,93.105,Take Profit
2025-03-23T22:53:25.348292,SELL,ABBV,CALL,210,2025-03-28,23,210.03,Take Profit
2025-03-23T22:53:25.356815,SELL,ACGL,CALL,90,2025-03-28,54,92.01,Take Profit
2025-03-23T22:53:25.362684,SELL,DVN,CALL,35,2025-03-28,138,36.14,Take Profit
2025-03-23T22:53:25.370249,SELL,BC,CALL,55,2025-03-28,88,56.56,Take Profit
2025-03-23T22:53:25.377743,SELL,SHW,CALL,335,2025-03-28,14,334.47,Take Profit
2025-03-23T22:53:25.385162,SELL,NVT,CALL,55,2025-03-28,87,57.12,Take Profit
2025-03-23T22:53:25.392993,SELL,CPAY,CALL,345,2025-03-28,14,346.57,Take Profit
2025-03-23T22:53:25.411798,SELL,FI,CALL,220,2025-03-28,22,218.125,Take Profit
2025-03-23T22:53:25.419405,SELL,PAYX,CALL,145,2025-03-28,34,143.01,Take Profit
2025-03-23T22:53:25.425197,SELL,BABA,CALL,135,2025-03-28,36,135.19,Take Profit
2025-03-23T22:53:25.431135,SELL,SNOW,CALL,160,2025-03-28,31,158.35,Take Profit
2025-03-23T22:53:25.436804,SELL,IMXI,CALL,15,2025-03-28,384,13.05,Take Profit
2025-03-23T22:53:25.443507,SELL,IMXI,CALL,15,2025-03-28,384,13.05,Take Profit
2025-03-23T22:53:25.449709,SELL,PCG,CALL,15,2025-03-28,297,16.88,Take Profit
2025-03-23T22:53:25.456398,SELL,IMXI,CALL,15,2025-03-28,384,13.05,Take Profit
2025-03-23T22:53:25.462768,SELL,IMXI,CALL,15,2025-03-28,384,13.05,Take Profit
2025-03-23T22:53:25.469965,SELL,IMXI,CALL,15,2025-03-28,384,13.05,Take Profit
2025-03-23T22:53:25.475713,SELL,AEIS,CALL,105,2025-03-28,47,105.09,Take Profit
2025-03-23T22:53:25.483406,SELL,AEIS,CALL,105,2025-03-28,47,105.09,Take Profit
2025-03-23T22:53:25.490270,SELL,AEIS,CALL,105,2025-03-28,47,105.09,Take Profit
2025-03-23T22:53:25.496486,SELL,AEIS,CALL,105,2025-03-28,47,105.09,Take Profit
2025-03-23T22:53:25.503770,SELL,AEIS,CALL,105,2025-03-28,47,105.09,Take Profit
2025-03-23T22:53:25.511254,SELL,TFX,CALL,140,2025-03-28,35,141.45,Take Profit
2025-03-23T22:53:25.518846,SELL,TFX,CALL,140,2025-03-28,35,141.45,Take Profit
2025-03-23T22:53:25.525024,SELL,TFX,CALL,140,2025-03-28,35,141.45,Take Profit
2025-03-23T22:53:25.532401,SELL,TFX,CALL,140,2025-03-28,35,141.45,Take Profit
2025-03-23T22:53:25.540402,SELL,SEPN,CALL,5,2025-03-28,833,5.93,Take Profit
2025-03-23T22:53:25.548920,SELL,SEPN,CALL,5,2025-03-28,833,5.93,Take Profit
2025-03-23T22:53:25.555301,SELL,SEPN,CALL,5,2025-03-28,833,5.93,Take Profit
2025-03-23T22:53:25.562493,SELL,RUSHA,CALL,55,2025-03-28,93,53.48,Take Profit
2025-03-23T22:53:25.570147,SELL,SLDB,CALL,5,2025-03-28,1086,4.58,Take Profit
2025-03-23T22:53:25.576320,SELL,LIN,CALL,460,2025-03-28,10,458.38,Take Profit
2025-03-23T22:53:25.583708,SELL,LIN,CALL,460,2025-03-28,10,458.38,Take Profit
2025-03-23T22:53:25.591261,SELL,LIN,CALL,460,2025-03-28,10,458.38,Take Profit
2025-03-23T22:53:25.598561,SELL,SVT,CALL,10,2025-03-28,462,10.7,Take Profit
2025-03-23T22:53:25.606313,SELL,SVT,CALL,10,2025-03-28,462,10.7,Take Profit
2025-03-23T22:53:25.613778,SELL,TBRG,CALL,30,2025-03-28,181,27.68,Take Profit
2025-03-23T22:53:25.620441,SELL,TBRG,CALL,30,2025-03-28,181,27.68,Take Profit
2025-03-23T22:53:25.627471,SELL,TBRG,CALL,30,2025-03-28,181,27.68,Take Profit
2025-03-23T22:53:25.635829,SELL,SVT,CALL,10,2025-03-28,462,10.7,Take Profit
2025-03-23T22:53:25.643330,SELL,AKRO,CALL,45,2025-03-28,110,45.24,Take Profit
2025-03-23T22:53:25.651703,SELL,OSK,CALL,95,2025-03-28,52,95.805,Take Profit
2025-03-23T22:53:25.659409,SELL,LIN,CALL,460,2025-03-28,10,458.38,Take Profit
2025-03-23T22:53:25.666340,SELL,LIN,CALL,460,2025-03-28,10,458.38,Take Profit
2025-03-23T22:53:25.672413,SELL,FLWS,CALL,5,2025-03-28,862,5.805,Take Profit
2025-03-23T22:53:25.679746,SELL,FLWS,CALL,5,2025-03-28,862,5.805,Take Profit
2025-03-23T22:53:25.686872,SELL,FLWS,CALL,5,2025-03-28,862,5.805,Take Profit
2025-03-23T22:53:25.693892,SELL,FLWS,CALL,5,2025-03-28,862,5.805,Take Profit
2025-03-23T22:53:25.701710,SELL,ECL,CALL,250,2025-03-28,19,250.885,Take Profit
2025-03-23T22:53:25.709396,SELL,OSK,CALL,95,2025-03-28,52,95.805,Take Profit
2025-03-23T22:53:25.716986,SELL,INDB,CALL,65,2025-03-28,79,63.03,Take Profit
2025-03-23T22:53:25.724372,SELL,OSK,CALL,95,2025-03-28,52,95.805,Take Profit
2025-03-23T22:53:25.732260,SELL,OSK,CALL,95,2025-03-28,52,95.805,Take Profit
2025-03-23T22:53:25.740035,SELL,OSK,CALL,95,2025-03-28,52,95.805,Take Profit
2025-03-23T22:53:25.746444,SELL,ALLE,CALL,125,2025-03-28,39,127.1,Take Profit
2025-03-23T22:53:25.753988,SELL,DLB,CALL,80,2025-03-28,61,80.79,Take Profit
2025-03-23T22:53:25.760207,SELL,OSK,CALL,95,2025-03-28,52,95.805,Take Profit
2025-03-23T22:53:25.768102,SELL,TTSH,CALL,5,2025-03-28,757,6.53,Take Profit
2025-03-23T22:53:25.774278,SELL,TTSH,CALL,5,2025-03-28,757,6.53,Take Profit
2025-03-23T22:53:25.780306,SELL,TTSH,CALL,5,2025-03-28,757,6.53,Take Profit
2025-03-23T22:53:25.786898,SELL,TTSH,CALL,5,2025-03-28,757,6.53,Take Profit
2025-03-23T22:53:25.794310,SELL,OSK,CALL,95,2025-03-28,52,95.805,Take Profit
2025-03-23T22:53:25.801926,SELL,OSK,CALL,95,2025-03-28,52,95.805,Take Profit
2025-03-23T22:53:25.809415,SELL,OSK,CALL,95,2025-03-28,52,95.805,Take Profit
2025-03-23T22:53:25.817238,SELL,OESX,CALL,0,2025-03-28,6250,0.7301,Take Profit
2025-03-23T22:53:25.823664,SELL,SNA,CALL,330,2025-03-28,15,327.75,Take Profit
2025-03-23T22:53:25.830549,SELL,BST,CALL,35,2025-03-28,146,34.3,Take Profit
2025-03-23T22:53:25.837585,SELL,ITW,CALL,250,2025-03-28,19,251.22,Take Profit
2025-03-23T22:53:25.843797,SELL,MCO,CALL,460,2025-03-28,10,459.35,Take Profit
2025-03-23T22:53:25.851388,SELL,CBOE,CALL,215,2025-03-28,23,216.09,Take Profit
2025-03-23T22:53:25.858766,SELL,CBOE,CALL,215,2025-03-28,23,216.09,Take Profit
2025-03-23T22:53:25.866525,SELL,CBOE,CALL,215,2025-03-28,23,216.09,Take Profit
2025-03-23T22:53:25.874237,SELL,CRL,CALL,165,2025-03-28,29,167.35,Take Profit
2025-03-23T22:53:25.880420,SELL,PEGA,CALL,75,2025-03-28,68,72.85,Take Profit
2025-03-23T22:53:25.887793,SELL,CBOE,CALL,215,2025-03-28,23,216.09,Take Profit
2025-03-23T22:53:25.895838,SELL,CBOE,CALL,215,2025-03-28,23,216.09,Take Profit
2025-03-23T22:53:25.902251,SELL,CBOE,CALL,215,2025-03-28,23,216.09,Take Profit
2025-03-23T22:53:25.910355,SELL,CBOE,CALL,215,2025-03-28,23,216.09,Take Profit
2025-03-23T22:53:25.917723,SELL,MCO,CALL,460,2025-03-28,10,459.35,Take Profit
2025-03-23T22:53:25.926331,SELL,CBOE,CALL,215,2025-03-28,23,216.09,Take Profit
2025-03-23T22:53:25.934971,SELL,CBOE,CALL,215,2025-03-28,23,216.09,Take Profit
2025-03-23T22:53:25.943328,SELL,CRL,CALL,165,2025-03-28,29,167.35,Take Profit
2025-03-23T22:53:25.950546,SELL,BHRB,CALL,60,2025-03-28,86,57.54,Take Profit
2025-03-23T22:53:25.959593,SELL,MCO,CALL,460,2025-03-28,10,459.35,Take Profit
2025-03-23T22:53:25.967311,SELL,CBOE,CALL,215,2025-03-28,23,216.09,Take Profit
2025-03-23T22:53:25.973930,SELL,CBOE,CALL,215,2025-03-28,23,216.09,Take Profit
2025-03-23T22:53:25.980388,SELL,CBOE,CALL,215,2025-03-28,23,216.09,Take Profit
2025-03-23T22:53:25.988352,SELL,CBOE,CALL,215,2025-03-28,23,216.09,Take Profit
2025-03-23T22:53:25.995906,SELL,CBOE,CALL,215,2025-03-28,23,216.09,Take Profit
2025-03-23T22:53:26.003391,SELL,CBOE,CALL,215,2025-03-28,23,216.09,Take Profit
2025-03-23T22:53:26.011344,SELL,CBOE,CALL,215,2025-03-28,23,216.09,Take Profit
2025-03-23T22:53:26.017753,SELL,VTLE,CALL,20,2025-03-28,225,22.12,Take Profit
2025-03-23T22:53:26.025294,SELL,HLMN,CALL,10,2025-03-28,555,8.99,Take Profit
2025-03-23T22:53:26.033151,SELL,STRL,CALL,125,2025-03-28,39,126.68,Take Profit
2025-03-23T22:53:26.041364,SELL,LH,CALL,235,2025-03-28,21,233.72,Take Profit
2025-03-23T22:53:26.049319,SELL,CPAY,CALL,345,2025-03-28,14,346.57,Take Profit
2025-03-23T22:53:26.057508,SELL,V,CALL,335,2025-03-28,14,335.8,Take Profit
2025-03-23T22:53:26.064587,SELL,CACI,CALL,365,2025-03-28,13,366.17,Take Profit
2025-03-23T22:53:26.072052,SELL,PAYX,CALL,145,2025-03-28,34,143.01,Take Profit
2025-03-23T22:53:26.080020,SELL,LH,CALL,235,2025-03-28,21,233.72,Take Profit
2025-03-23T22:53:26.087969,SELL,EPAC,CALL,40,2025-03-28,119,42.095,Take Profit
2025-03-23T22:53:26.094722,SELL,UBER,CALL,75,2025-03-28,65,75.87,Take Profit
2025-03-23T22:53:26.102683,SELL,DG,CALL,85,2025-03-28,59,83.66,Take Profit
2025-03-23T22:53:26.109357,SELL,AMP,CALL,495,2025-03-28,10,492.54,Take Profit
2025-03-23T22:53:26.117161,SELL,FI,CALL,220,2025-03-28,22,218.125,Take Profit
2025-03-23T22:53:26.124703,SELL,CRWD,CALL,360,2025-03-28,13,362.44,Take Profit
2025-03-23T22:53:26.135173,SELL,AMZN,CALL,195,2025-03-28,25,196.16,Take Profit
2025-03-23T22:53:26.142245,SELL,AMZN,CALL,195,2025-03-28,25,196.16,Take Profit
2025-03-23T22:53:26.150691,SELL,HUM,CALL,265,2025-03-28,18,266.255,Take Profit
2025-03-23T22:53:26.158887,SELL,AMZN,CALL,195,2025-03-28,25,196.16,Take Profit
2025-03-23T22:53:26.168080,SELL,WYNN,CALL,85,2025-03-28,60,82.65,Take Profit
2025-03-23T22:53:26.175027,SELL,TSLA,CALL,250,2025-03-28,20,248.87,Take Profit
2025-03-23T22:53:26.182787,SELL,MRK,CALL,95,2025-03-28,53,93.105,Take Profit
2025-03-23T22:53:26.189703,SELL,MSFT,CALL,390,2025-03-28,12,390.8,Take Profit
2025-03-23T22:53:26.197137,SELL,AMZN,CALL,195,2025-03-28,25,196.16,Take Profit
2025-03-23T22:53:26.205169,SELL,PFE,CALL,25,2025-03-28,190,26.25,Take Profit
2025-03-23T22:53:26.212067,SELL,UNP,CALL,235,2025-03-28,21,233.92,Take Profit
2025-03-23T22:53:26.218769,SELL,PLD,CALL,110,2025-03-28,46,108.375,Take Profit
2025-03-23T22:53:26.225471,SELL,WTW,CALL,335,2025-03-28,15,332.71,Take Profit
2025-03-23T22:53:29.243757,SELL,ORCL,CALL,150,2025-03-28,32,152.4,Take Profit
2025-03-23T22:53:29.252310,SELL,RTX,CALL,130,2025-03-28,37,132.32,Take Profit
2025-03-23T22:53:29.260764,SELL,HD,CALL,350,2025-03-28,14,351.335,Take Profit
2025-03-23T22:53:29.269068,SELL,OXY,CALL,50,2025-03-28,104,47.92,Take Profit
2025-03-23T22:53:29.278137,SELL,CI,CALL,315,2025-03-28,15,316.565,Take Profit
2025-03-23T22:53:29.285208,SELL,QCOM,CALL,155,2025-03-28,31,156.82,Take Profit
2025-03-23T22:53:29.293837,SELL,AVGO,CALL,190,2025-03-28,26,191.53,Take Profit
2025-03-23T22:53:29.302584,SELL,MSTR,CALL,305,2025-03-28,16,303.98,Take Profit
2025-03-23T22:53:29.310731,SELL,CSGP,CALL,80,2025-03-28,63,78.46,Take Profit
2025-03-23T22:53:29.318720,SELL,JNJ,CALL,165,2025-03-28,30,163.62,Take Profit
2025-03-23T22:53:32.337506,SELL,NVDA,CALL,120,2025-03-28,42,117.69,Take Profit
2025-03-23T22:53:32.344642,SELL,APD,CALL,290,2025-03-28,17,291.44,Take Profit
2025-03-23T22:53:32.353260,SELL,ADBE,CALL,385,2025-03-28,12,387.11,Take Profit
2025-03-23T22:53:32.361205,SELL,AMGN,CALL,315,2025-03-28,15,316.0,Take Profit
2025-03-23T22:53:32.368171,SELL,APP,CALL,315,2025-03-28,15,314.22,Take Profit
2025-03-23T22:53:32.375816,SELL,RGLD,CALL,155,2025-03-28,31,157.0,Take Profit
2025-03-23T22:53:32.384370,SELL,GE,CALL,205,2025-03-28,24,204.01,Take Profit
2025-03-23T22:53:32.392461,SELL,XOM,CALL,115,2025-03-28,43,115.41,Take Profit
2025-03-23T22:53:32.401135,SELL,FIS,CALL,75,2025-03-28,68,73.345,Take Profit
2025-03-23T22:53:32.409897,SELL,BUSE,CALL,20,2025-03-28,227,22.03,Take Profit
2025-03-23T22:53:32.418488,SELL,ELV,CALL,425,2025-03-28,11,426.92,Take Profit
2025-03-23T22:53:35.435494,SELL,VRTX,CALL,505,2025-03-28,9,503.135,Take Profit
2025-03-23T22:53:35.444422,SELL,LOW,CALL,225,2025-03-28,22,226.905,Take Profit
2025-03-23T22:53:35.452596,SELL,EXPO,CALL,80,2025-03-28,63,78.885,Take Profit
2025-03-23T22:53:35.461159,SELL,PFE,CALL,25,2025-03-28,190,26.25,Take Profit
2025-03-23T22:53:35.473604,SELL,PHM,CALL,105,2025-03-28,48,102.82,Take Profit
2025-03-23T22:53:35.483897,SELL,MRK,CALL,95,2025-03-28,53,93.105,Take Profit
2025-03-23T22:53:35.492816,SELL,ABBV,CALL,210,2025-03-28,23,210.03,Take Profit
2025-03-23T22:53:35.500842,SELL,ACGL,CALL,90,2025-03-28,54,92.01,Take Profit
2025-03-23T22:53:35.508517,SELL,DVN,CALL,35,2025-03-28,138,36.14,Take Profit
2025-03-23T22:53:35.516446,SELL,BC,CALL,55,2025-03-28,88,56.56,Take Profit
2025-03-23T22:53:38.533605,SELL,SHW,CALL,335,2025-03-28,14,334.47,Take Profit
2025-03-23T22:53:38.541026,SELL,NVT,CALL,55,2025-03-28,87,57.12,Take Profit
2025-03-23T22:53:38.549052,SELL,CPAY,CALL,345,2025-03-28,14,346.57,Take Profit
2025-03-23T22:53:38.557978,SELL,FI,CALL,220,2025-03-28,22,218.125,Take Profit
2025-03-23T22:53:38.566285,SELL,PAYX,CALL,145,2025-03-28,34,143.01,Take Profit
2025-03-23T22:53:38.574283,SELL,BABA,CALL,135,2025-03-28,36,135.19,Take Profit
2025-03-23T22:53:38.582073,SELL,SNOW,CALL,160,2025-03-28,31,158.35,Take Profit
2025-03-23T22:53:38.590629,SELL,IMXI,CALL,15,2025-03-28,384,13.05,Take Profit
2025-03-23T22:53:38.599327,SELL,IMXI,CALL,15,2025-03-28,384,13.05,Take Profit
2025-03-23T22:53:38.607586,SELL,PCG,CALL,15,2025-03-28,297,16.88,Take Profit
2025-03-23T22:53:41.626617,SELL,IMXI,CALL,15,2025-03-28,384,13.05,Take Profit
2025-03-23T22:53:41.635611,SELL,IMXI,CALL,15,2025-03-28,384,13.05,Take Profit
2025-03-23T22:53:41.643772,SELL,IMXI,CALL,15,2025-03-28,384,13.05,Take Profit
2025-03-23T22:53:41.651856,SELL,AEIS,CALL,105,2025-03-28,47,105.09,Take Profit
2025-03-23T22:53:41.660759,SELL,AEIS,CALL,105,2025-03-28,47,105.09,Take Profit
2025-03-23T22:53:41.676422,SELL,AEIS,CALL,105,2025-03-28,47,105.09,Take Profit
2025-03-23T22:53:41.685670,SELL,AEIS,CALL,105,2025-03-28,47,105.09,Take Profit
2025-03-23T22:53:41.694022,SELL,AEIS,CALL,105,2025-03-28,47,105.09,Take Profit
2025-03-23T22:53:41.702927,SELL,TFX,CALL,140,2025-03-28,35,141.45,Take Profit
2025-03-23T22:53:41.710632,SELL,TFX,CALL,140,2025-03-28,35,141.45,Take Profit
2025-03-23T22:53:41.719407,SELL,TFX,CALL,140,2025-03-28,35,141.45,Take Profit
2025-03-23T22:53:44.737338,SELL,TFX,CALL,140,2025-03-28,35,141.45,Take Profit
2025-03-23T22:53:44.747195,SELL,SEPN,CALL,5,2025-03-28,833,5.93,Take Profit
2025-03-23T22:53:44.754567,SELL,SEPN,CALL,5,2025-03-28,833,5.93,Take Profit
2025-03-23T22:53:44.761819,SELL,SEPN,CALL,5,2025-03-28,833,5.93,Take Profit
2025-03-23T22:53:44.770653,SELL,RUSHA,CALL,55,2025-03-28,93,53.48,Take Profit
2025-03-23T22:53:44.778870,SELL,SLDB,CALL,5,2025-03-28,1086,4.58,Take Profit
2025-03-23T22:53:44.786171,SELL,LIN,CALL,460,2025-03-28,10,458.38,Take Profit
2025-03-23T22:53:44.795013,SELL,LIN,CALL,460,2025-03-28,10,458.38,Take Profit
2025-03-23T22:53:44.803632,SELL,LIN,CALL,460,2025-03-28,10,458.38,Take Profit
2025-03-23T22:53:44.811060,SELL,SVT,CALL,10,2025-03-28,462,10.7,Take Profit
2025-03-23T22:53:47.831099,SELL,SVT,CALL,10,2025-03-28,462,10.7,Take Profit
2025-03-23T22:53:47.839974,SELL,TBRG,CALL,30,2025-03-28,181,27.68,Take Profit
2025-03-23T22:53:47.848373,SELL,TBRG,CALL,30,2025-03-28,181,27.68,Take Profit
2025-03-23T22:53:47.857568,SELL,TBRG,CALL,30,2025-03-28,181,27.68,Take Profit
2025-03-23T22:53:47.866485,SELL,SVT,CALL,10,2025-03-28,462,10.7,Take Profit
2025-03-23T22:53:47.875721,SELL,AKRO,CALL,45,2025-03-28,110,45.24,Take Profit
2025-03-23T22:53:47.885031,SELL,OSK,CALL,95,2025-03-28,52,95.805,Take Profit
2025-03-23T22:53:47.893185,SELL,LIN,CALL,460,2025-03-28,10,458.38,Take Profit
2025-03-23T22:53:47.901233,SELL,LIN,CALL,460,2025-03-28,10,458.38,Take Profit
2025-03-23T22:53:47.908735,SELL,FLWS,CALL,5,2025-03-28,862,5.805,Take Profit
2025-03-23T23:31:07.361437,BUY,WYNN,CALL,85,2025-03-28,60,4.13,Signal Execution
